loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc
12000,12000,12000,36,6.46,367.57,A,A1,Manager,5,OWN,120000
18000,18000,18000,60,22.35,500.73,D,D5,Technical Supervisor,10,MORTGAGE,97500
10000,10000,10000,36,10.72,326.07,B,B2,Radiological technologist,4,RENT,50000
40000,40000,40000,36,7.56,1245.36,A,A3,Managing Partner,3,MORTGAGE,360000
14500,14500,14500,36,11.8,480.23,B,B4,Claims Adjuster Associate,1,RENT,56420
35000,35000,35000,60,15.02,833.02,C,C3,tax manager,8,RENT,85000
1000,1000,1000,36,12.98,33.69,B,B5,Inventory Control,5,MORTGAGE,55000
4000,4000,4000,36,20.89,150.48,D,D4,Union Laborer,3,RENT,56000
18500,18500,18500,60,16.91,458.88,C,C5,Truck Driver (CSR) ,8,RENT,70000
15200,15200,15200,36,8.19,477.65,A,A4,Bartender,2,RENT,80000
3000,3000,3000,36,10.33,97.27,B,B1,Bookkeeper,1,OWN,36300
25000,25000,25000,60,11.8,553.59,B,B4,Maintenance Machinist ,7,MORTGAGE,72000
10000,10000,10000,36,7.56,311.34,A,A3,Facility manager,2,MORTGAGE,50000
35000,35000,34975,36,16.91,1246.28,C,C5,General Manager/Owner,1,MORTGAGE,60000
20000,20000,19750,36,10.72,652.13,B,B2,IT Vendor Coordinator,10,RENT,92000
7000,7000,7000,36,7.02,216.21,A,A2,Project manager,8,MORTGAGE,134000
7200,7200,7200,36,8.81,228.33,A,A5,Advanced Systems Analyst,1,MORTGAGE,65000
12000,12000,12000,36,8.81,380.54,A,A5,teacher,10,MORTGAGE,86000
10000,10000,10000,36,10.72,326.07,B,B2,Mobile Expert,5,RENT,45000
30000,30000,29975,36,8.81,951.35,A,A5,Finance Director,7,RENT,167700
22000,22000,21975,60,17.97,558.3,D,D1,COO,1,MORTGAGE,210000
5000,5000,4750,36,10.72,163.04,B,B2,Nurse practitioner ,3,MORTGAGE,100000
40000,40000,39975,60,12.98,909.72,B,B5,Dealer,9,OWN,60000
14000,14000,14000,36,7.02,432.41,A,A2,engineering manager,10,MORTGAGE,126000
30000,30000,30000,60,10.33,642.3,B,B1,911 Dispatcher,10,MORTGAGE,250000
28500,28500,28500,60,16.91,706.92,C,C5,House keeping,1,OWN,49000
13500,13500,13500,60,12.98,307.03,B,B5,Nurse Consultant,1,MORTGAGE,72000
3000,3000,3000,36,10.72,97.82,B,B2,Customer Service Associate,1,RENT,23000
4000,4000,4000,36,8.81,126.85,A,A5,General manager,1,RENT,48000
9000,9000,9000,36,18.94,329.64,D,D2,Customer Advocate,5,MORTGAGE,47000
5000,5000,5000,36,11.8,165.6,B,B4,Sales representative ,10,MORTGAGE,100000
7000,7000,7000,36,8.19,219.97,A,A4,pharmacy tech,10,OWN,41000
11600,11600,11575,36,7.56,361.16,A,A3,RN,7,RENT,60000
7500,7500,7500,36,13.56,254.74,C,C1,Paraprofessional,2,MORTGAGE,50000
6250,6250,6250,36,14.47,215.04,C,C2,Family Worker,4,RENT,39616
10000,10000,10000,36,20.89,376.19,D,D4,Testing Technician,1,OWN,24960
30000,30000,30000,60,11.8,664.31,B,B4,,1,MORTGAGE,110000
5500,5500,5500,36,19.92,204.18,D,D3,Dept manager ,10,OWN,40000
30000,30000,30000,36,7.56,934.02,A,A3,Used Car Manager,1,RENT,200000
8000,8000,7750,36,11.8,264.96,B,B4,Collections Scheduler,5,RENT,40000
15000,15000,15000,60,12.98,341.15,B,B5,Nurse,2,MORTGAGE,136000
35375,35375,35100,36,10.72,1153.45,B,B2,Sales,10,MORTGAGE,295000
24000,24000,23975,60,16.14,585.43,C,C4,Administrator,4,MORTGAGE,210000
6000,6000,6000,36,16.91,213.65,C,C5,Chief Engineer,10,MORTGAGE,66000
30000,30000,30000,60,11.8,664.31,B,B4,IT Unified Communications Engineer,3,MORTGAGE,100000
17000,17000,17000,60,11.8,376.44,B,B4,Regional Sales Manager,10,MORTGAGE,145000
24000,24000,24000,60,12.98,545.83,B,B5,Senior Software Developer,10,MORTGAGE,132000
23400,23400,23400,60,14.47,550.2,C,C2,Mine Inspector,7,RENT,83000
30000,30000,30000,60,18.94,777.23,D,D2,Program Analyst,10,MORTGAGE,110000
12000,12000,12000,60,11.8,265.73,B,B4,,3,RENT,31000
36000,36000,36000,60,13.56,829.47,C,C1,RTV,10,MORTGAGE,187500
11000,11000,11000,60,17.97,279.15,D,D1,Climber,1,MORTGAGE,58000
10000,10000,10000,36,8.81,317.12,A,A5,Verizon Engineer,1,MORTGAGE,143600
4500,4500,4475,36,13.56,152.84,C,C1,Financial Advisor,2,MORTGAGE,93000
20000,20000,20000,60,24.37,579.67,E,E2,,1,RENT,40000
12000,12000,12000,36,20.89,451.43,D,D4,Logistical Officer,10,MORTGAGE,161000
3300,3300,3300,36,23.4,128.44,E,E1,Sales Associate ,3,RENT,70000
7000,7000,7000,36,18.94,256.38,D,D2,Truck Driver,9,RENT,60000
5000,5000,5000,36,8.81,158.56,A,A5,Dietary Supervisor ,10,RENT,42000
21250,21250,21225,60,13.56,489.62,C,C1,District Manager for Fresh Operations ,4,RENT,161000
4800,4800,4800,36,18.94,175.81,D,D2,dispatch,4,RENT,28000
30000,30000,29750,36,11.8,993.57,B,B4,Manager,10,MORTGAGE,127000
21000,21000,21000,36,7.02,648.62,A,A2,Aero Space Propulsion ,9,RENT,45000
5300,5300,5300,36,12.98,178.53,B,B5,Embedded Software Engineer,4,RENT,80477
16000,16000,16000,60,12.98,363.89,B,B5,Manager,1,RENT,85000
24000,24000,24000,36,16.14,845.43,C,C4,Quality Assurance Analyst,7,OWN,94000
20000,20000,19975,60,22.35,556.37,D,D5,Buyer,10,MORTGAGE,70000
12000,12000,12000,60,13.56,276.49,C,C1,Sales and Catering  Manager,5,RENT,52000
12000,12000,12000,36,11.8,397.43,B,B4,Velocity Coordinator,6,OWN,62000
30000,30000,30000,60,12.98,682.29,B,B5,IT Application Analyst ,10,RENT,78000
9000,9000,9000,36,20.89,338.57,D,D4,Cook,3,RENT,20944
16000,16000,16000,60,18.94,414.53,D,D2,,0,MORTGAGE,46800
3000,3000,3000,36,10.33,97.27,B,B1,Security Officer ,10,RENT,40000
31200,31200,31175,60,8.19,635.47,A,A4,Special Education Co-Ordinator,3,MORTGAGE,65000
10000,10000,10000,36,16.14,352.27,C,C4,Shipping and receiving ,6,RENT,50000
8000,8000,8000,36,8.81,253.7,A,A5,Dispatcher,7,OWN,68000
15000,15000,15000,36,8.19,471.37,A,A4,BANQUET SUPERVISOR,10,RENT,50000
5000,5000,5000,36,7.02,154.44,A,A2,Lineman,8,MORTGAGE,86721
16000,16000,16000,36,16.14,563.62,C,C4,Owner operator,2,MORTGAGE,100000
5000,5000,5000,36,7.02,154.44,A,A2,international shipping clerk,5,MORTGAGE,25000
6600,6600,6575,36,13.56,224.17,C,C1,Mach op.,3,MORTGAGE,45000
15000,15000,14975,36,13.56,509.47,C,C1,Truck driver ,7,RENT,70000
9000,9000,9000,36,7.02,277.98,A,A2,Marketing Communications Manager,2,RENT,138000
15000,15000,14750,36,11.8,496.79,B,B4,,1,MORTGAGE,27000
3500,3500,3250,36,11.8,115.92,B,B4,Production ,10,RENT,60000
16000,16000,16000,60,16.91,396.87,C,C5,Systems Admin,1,MORTGAGE,65000
22000,22000,22000,36,8.19,691.33,A,A4,Director of Diversity,10,RENT,120000
10000,10000,10000,36,14.47,344.07,C,C2,operator ,10,RENT,80000
5000,5000,5000,36,19.92,185.62,D,D3,Technician,8,RENT,52166
15000,15000,14975,36,8.19,471.37,A,A4,,1,MORTGAGE,120000
18000,18000,17975,36,8.19,565.64,A,A4,Technician,1,MORTGAGE,75000
1200,1200,1200,36,8.81,38.06,A,A5,Local Sales Manager,1,MORTGAGE,58000
10000,10000,10000,60,14.47,235.13,C,C2,Selling Specialist,1,RENT,45000
12000,12000,12000,36,8.19,377.09,A,A4,Nurse Practitioner,10,MORTGAGE,117246
9000,9000,8750,36,12.98,303.16,B,B5,Student Support Specialist,3,RENT,54000
11000,11000,11000,60,10.33,235.51,B,B1,Senior Market Risk Analyst ,3,RENT,80000
2500,2500,2500,36,17.97,90.35,D,D1,,0,MORTGAGE,45000
30000,30000,30000,60,18.94,777.23,D,D2,director dept of public health,10,MORTGAGE,85000
2500,2500,2500,36,18.94,91.57,D,D2,Claims manager ,10,MORTGAGE,95000
4000,4000,4000,36,8.81,126.85,A,A5,Manager ,1,RENT,20000
18000,18000,18000,60,25.34,531.92,E,E3,Loan consultant,1,MORTGAGE,95000
8000,8000,8000,36,15.02,277.41,C,C3,Senior Manager,10,MORTGAGE,158000
15000,15000,15000,36,12.98,505.27,B,B5,Educator,4,RENT,55000
13000,13000,13000,36,7.56,404.74,A,A3,,1,RENT,99000
10000,10000,10000,36,13.56,339.65,C,C1,,0,MORTGAGE,69780
15000,15000,15000,60,27.27,460.46,E,E5,Lobby attendent,10,RENT,33000
10000,10000,10000,36,7.56,311.34,A,A3,Manager ,1,OWN,40000
8500,8500,8500,36,6.46,260.37,A,A1,Teacher,1,RENT,33750
3000,3000,2975,36,16.91,106.83,C,C5,Business Analyst,10,RENT,90450
30000,30000,30000,60,10.72,648.1,B,B2,underground miner,10,OWN,95000
19000,19000,19000,60,17.97,482.17,D,D1,,0,RENT,32100
12000,12000,12000,36,7.02,370.64,A,A2,Logistics ,3,MORTGAGE,65000
8000,8000,8000,36,11.31,263.09,B,B3,Quality Inspector,8,RENT,31000
5000,5000,5000,36,16.91,178.04,C,C5,Educator,3,MORTGAGE,51300
40000,40000,40000,60,12.98,909.72,B,B5,,0,MORTGAGE,145000
20000,20000,20000,36,8.81,634.23,A,A5,lineman,1,MORTGAGE,100000
20000,20000,20000,36,6.46,612.62,A,A1,,1,OWN,120000
20000,20000,20000,60,16.14,487.86,C,C4,,0,RENT,55000
40000,40000,40000,36,11.8,1324.76,B,B4,Consultant,5,RENT,60000
25000,25000,25000,60,16.91,620.11,C,C5,,0,RENT,36000
12000,12000,12000,36,16.14,422.72,C,C4,Process Improvement Specialist,1,RENT,50000
10000,10000,10000,36,10.72,326.07,B,B2,Researcher,9,MORTGAGE,90000
7000,7000,7000,36,11.31,230.21,B,B3,Office Manager,5,RENT,60000
5000,5000,5000,36,10.72,163.04,B,B2,,1,MORTGAGE,15000
5000,5000,5000,36,13.56,169.83,C,C1,Housekeeping,7,RENT,234000
38500,38500,38500,36,8.81,1220.89,A,A5,Manager,4,MORTGAGE,170000
12000,12000,12000,36,7.02,370.64,A,A2,Studio Supervisor,1,RENT,40000
22000,22000,22000,36,18.94,805.77,D,D2,Groups Pastor,10,MORTGAGE,57000
4000,4000,4000,36,7.56,124.54,A,A3,Admin,10,MORTGAGE,43000
22000,22000,22000,60,15.02,523.61,C,C3,Deputy,10,OWN,105000
10000,10000,10000,60,14.47,235.13,C,C2,Courier,2,OWN,37000
40000,40000,40000,60,25.34,1182.04,E,E3,Sales,2,MORTGAGE,40000
8500,8500,8500,36,11.31,279.53,B,B3,Pest Control Technician ,2,RENT,42000
24000,24000,24000,60,13.56,552.98,C,C1,Owner,10,MORTGAGE,85000
20000,20000,20000,60,11.8,442.88,B,B4,Senior Vice President,10,MORTGAGE,250000
10000,10000,10000,36,7.02,308.87,A,A2,"Manager, Training",10,MORTGAGE,89472
6400,6400,6400,36,13.56,217.38,C,C1,General Manager,8,RENT,85000
24000,24000,24000,60,8.81,496,A,A5,Assistant Administrator,5,MORTGAGE,70000
4000,4000,4000,36,7.56,124.54,A,A3,Claim Adjuster,4,RENT,50000
25000,25000,25000,36,23.4,972.97,E,E1,Regional Sales Manager,2,RENT,85000
4400,4400,4375,36,6.46,134.78,A,A1,Lead Teacher,4,RENT,58000
28000,28000,28000,36,10.72,912.98,B,B2,Dump truck drivers ,4,RENT,65000
14700,14700,14700,60,20.89,396.78,D,D4,,0,OWN,10000
37900,37900,37900,36,8.19,1190.98,A,A4,owner/managing director,4,MORTGAGE,103032
5000,5000,5000,36,17.97,180.69,D,D1,Manager,6,RENT,41600
30000,30000,30000,60,14.47,705.38,C,C2,Teacher,4,MORTGAGE,47000
12000,12000,12000,60,19.92,317.4,D,D3,,1,MORTGAGE,7500
13000,13000,13000,36,14.47,447.29,C,C2,HIM Coordinator,7,MORTGAGE,33000
12000,12000,12000,60,15.02,285.61,C,C3,Senior Editorial Assistant,10,RENT,96800
25000,25000,25000,60,16.91,620.11,C,C5,Senior Radiological Controls Technician,5,MORTGAGE,120000
20000,20000,20000,36,7.56,622.68,A,A3,Paramedic ,3,RENT,35000
25000,25000,25000,36,17.97,903.44,D,D1,CorporateSecurity,2,MORTGAGE,99000
10000,10000,10000,36,8.81,317.12,A,A5,Teacher,10,MORTGAGE,100000
10000,10000,10000,36,7.02,308.87,A,A2,Dishwasher,2,RENT,18000
10000,10000,10000,36,11.8,331.19,B,B4,AP Associate,4,RENT,46800
35000,35000,35000,60,16.91,868.15,C,C5,Commercial Banking Associate Senior,8,RENT,120000
3000,3000,2750,36,10.33,97.27,B,B1,"AFE Mechanic, contractor",6,MORTGAGE,114000
31200,31200,31200,60,16.91,773.9,C,C5,Data Migration Consultant,10,OWN,91000
11200,11200,11200,60,11.8,248.01,B,B4,supervisor,10,MORTGAGE,67000
20000,20000,20000,60,15.02,476.01,C,C3,Family Service Specialist,10,MORTGAGE,80000
30000,30000,30000,36,12.98,1010.53,B,B5,Senior recruiter ,7,MORTGAGE,70000
13000,13000,13000,60,8.19,264.78,A,A4,Mortgage Loan officer,6,MORTGAGE,85000
5000,5000,5000,36,24.37,197.14,E,E2,Hairstyles,2,OWN,36000
40000,40000,40000,60,15.02,952.02,C,C3,Account Services,10,RENT,58000
31500,31500,31500,60,10.72,680.5,B,B2,owner,10,MORTGAGE,120000
35000,35000,35000,60,16.91,868.15,C,C5,,0,MORTGAGE,0
4100,4100,4100,36,23.4,159.57,E,E1,Nail,3,OWN,17000
35000,35000,35000,60,16.14,853.74,C,C4,Teacher,8,MORTGAGE,100000
4000,4000,4000,36,8.19,125.7,A,A4,Process Operator,2,RENT,48000
8500,8500,8500,36,15.02,294.74,C,C3,,0,RENT,33566
6500,6500,6500,36,10.72,211.95,B,B2,,1,RENT,85000
20000,20000,20000,36,16.14,704.53,C,C4,,1,OWN,85000
1400,1400,1400,36,8.19,44,A,A4,auto technician,10,RENT,35000
20000,20000,20000,36,10.33,648.45,B,B1,Sales Associate,3,RENT,32000
26600,26600,26600,36,15.02,922.36,C,C3,Vice President,1,MORTGAGE,221000
16000,16000,16000,36,6.46,490.1,A,A1,Project Manager Web Design,4,OWN,44000
5575,5575,5575,36,10.72,181.79,B,B2,Rapid Rehousing Case Manager,2,RENT,40320
19000,19000,19000,36,6.46,581.99,A,A1,,1,MORTGAGE,150000
33600,33600,33600,60,19.92,888.7,D,D3,Track Inspector ,10,RENT,90000
7200,7200,7200,36,7.02,222.39,A,A2,Customer Service Rep,3,RENT,52000
12000,12000,12000,60,16.91,297.66,C,C5,receiver,4,RENT,33384
30000,30000,30000,60,17.97,761.32,D,D1,Branch Manager,10,MORTGAGE,80000
22000,22000,22000,36,10.33,713.3,B,B1,Sanitation Engineer,10,RENT,58000
8500,8500,8500,36,14.47,292.46,C,C2,,3,MORTGAGE,80000
15000,15000,15000,60,15.02,357.01,C,C3,Teacher,10,MORTGAGE,74000
3200,3200,3200,36,16.91,113.95,C,C5,Escrow Officer,3,MORTGAGE,68700
13000,13000,13000,60,8.19,264.78,A,A4,It Support,1,MORTGAGE,45000
4000,4000,4000,36,17.97,144.55,D,D1,Practice performance specialist ,2,RENT,55000
24000,24000,24000,60,11.8,531.45,B,B4,Electric Systems Associate ,10,RENT,57948
20000,20000,20000,36,7.56,622.68,A,A3,Registered Nurse,10,MORTGAGE,161000
5500,5500,5500,36,10.72,179.34,B,B2,Sergeant ,6,RENT,52000
21775,21775,21775,60,10.33,466.2,B,B1,,1,MORTGAGE,540000
8000,8000,8000,36,10.33,259.38,B,B1,,1,RENT,50000
22400,22400,22400,36,18.94,820.42,D,D2,Civil Engineering Tech,10,MORTGAGE,68000
3475,3475,3475,36,14.47,119.57,C,C2,,0,MORTGAGE,69000
30000,30000,30000,60,8.19,611.03,A,A4,Deputy,2,MORTGAGE,100000
20000,20000,20000,36,7.56,622.68,A,A3,sales,5,MORTGAGE,275000
20000,20000,20000,36,11.31,657.72,B,B3,general manager,5,MORTGAGE,20000
12000,12000,12000,36,10.33,389.07,B,B1,,0,RENT,15000
14000,14000,14000,36,11.8,463.67,B,B4,Pastor,5,RENT,40000
10000,10000,10000,36,8.81,317.12,A,A5,Cleaner ,2,RENT,26000
11575,11575,11575,36,15.02,401.37,C,C3,Franchise owner,7,MORTGAGE,64000
10500,10500,10500,36,7.02,324.31,A,A2,Nursing attendant ,1,RENT,350000
27500,27500,27500,60,10.72,594.09,B,B2,Accountant,2,MORTGAGE,65000
18000,18000,18000,60,10.33,385.38,B,B1,HR Leadership Associate,1,RENT,65000
27000,27000,27000,60,8.19,549.93,A,A4,Director of Property Development ,3,MORTGAGE,130000
20500,20500,20500,36,8.19,644.2,A,A4,Support Technician ,3,RENT,49000
40000,40000,40000,36,7.02,1235.45,A,A2,Lead Consultant,4,MORTGAGE,155000
30000,30000,30000,60,8.19,611.03,A,A4,Package car driver,4,MORTGAGE,100000
12000,12000,12000,36,8.81,380.54,A,A5,Teacher,10,MORTGAGE,50000
40000,40000,40000,60,8.19,814.7,A,A4,Procurement Director,10,MORTGAGE,160000
16000,16000,16000,60,8.19,325.88,A,A4,Systems Administrator,10,MORTGAGE,153000
12000,12000,12000,36,11.8,397.43,B,B4,Clinical Team Leader,10,MORTGAGE,100000
16000,16000,16000,36,8.81,507.39,A,A5,REGIONAL COUNSELOR ,10,MORTGAGE,81300
6500,6500,6500,36,17.97,234.9,D,D1,Labor Steward,1,OWN,38138
10000,10000,10000,36,8.81,317.12,A,A5,HR Manager,10,MORTGAGE,60000
30000,30000,30000,36,8.81,951.35,A,A5,Service Director and building and zoning,10,MORTGAGE,117000
20000,20000,20000,36,18.94,732.52,D,D2,Owner,10,RENT,90000
25600,25600,25600,36,20.89,963.04,D,D4,teacher,10,MORTGAGE,80000
15000,15000,15000,36,14.47,516.1,C,C2,Office manager/ CPC,10,OWN,45000
23000,23000,23000,36,13.56,781.18,C,C1,Training coordinator ,2,MORTGAGE,60000
15000,15000,15000,60,22.35,417.28,D,D5,Clinical Support Specialist,3,RENT,46000
3025,3025,3025,36,11.31,99.48,B,B3,,1,MORTGAGE,40000
20000,20000,20000,60,8.19,407.35,A,A4,Maintenance Planner,10,MORTGAGE,105000
8000,8000,8000,36,10.72,260.86,B,B2,Associate,1,OWN,20000
35000,35000,35000,60,10.33,749.35,B,B1,Head Chef,3,RENT,109000
12000,12000,12000,36,11.31,394.63,B,B3,production worker,1,OWN,45000
4800,4800,4800,36,8.81,152.22,A,A5,Legal Assistant,10,MORTGAGE,62000
1300,1300,1300,36,12.98,43.79,B,B5,,0,OWN,53796
6000,6000,6000,36,7.56,186.81,A,A3,Entity CFO,5,RENT,222000
15000,15000,15000,36,10.33,486.34,B,B1,Project accountant ,3,MORTGAGE,135000
2800,2800,2800,36,11.31,92.09,B,B3,Science Advisor,6,MORTGAGE,51000
29350,29350,29350,60,18.94,760.39,D,D2,Administrative Assistant,5,MORTGAGE,165000
7000,7000,7000,36,8.19,219.97,A,A4,Patrol deputy,10,MORTGAGE,55000
9400,9400,9400,36,10.72,306.5,B,B2,Machinist,3,RENT,45000
16000,16000,16000,60,15.02,380.81,C,C3,UPS Package Car Driver,10,RENT,105000
35000,35000,35000,60,10.33,749.35,B,B1,Maintenance Truckdriver,5,RENT,95000
20000,20000,20000,60,16.14,487.86,C,C4,,0,OWN,75000
30000,30000,30000,60,8.81,619.99,A,A5,Registered Nurse,10,OWN,87000
30000,30000,30000,60,14.47,705.38,C,C2,Sergeant First Class,10,RENT,75000
20000,20000,20000,36,11.8,662.38,B,B4,Office operations specialist,3,RENT,46000
1600,1600,1600,36,7.56,49.82,A,A3,Patient Care Assistant,2,RENT,26000
13000,13000,13000,36,7.02,401.53,A,A2,Owner/General Manager ,3,RENT,107000
12000,12000,12000,36,7.56,373.61,A,A3,Truck Unloader,6,MORTGAGE,41000
10000,10000,10000,36,23.4,389.19,E,E1,Associate Director of Development,1,MORTGAGE,73000
15000,15000,15000,36,8.19,471.37,A,A4,,0,RENT,71000
28000,28000,28000,60,16.14,683,C,C4,Bus Operator,5,MORTGAGE,52000
5500,5500,5500,36,11.31,180.88,B,B3,,0,MORTGAGE,30000
4400,4400,4400,36,20.89,165.53,D,D4,,0,MORTGAGE,48000
16000,16000,16000,36,13.56,543.43,C,C1,Sr. Accountant,2,RENT,78000
10000,10000,10000,36,8.81,317.12,A,A5,"associate manager, marketing",4,RENT,80000
20000,20000,20000,60,11.8,442.88,B,B4,Nurse Manager,10,MORTGAGE,108000
15000,15000,15000,36,12.98,505.27,B,B5,Pharmacy Technichian,10,MORTGAGE,55000
10000,10000,10000,36,8.19,314.25,A,A4,,1,MORTGAGE,120000
26500,26500,26500,60,15.02,630.72,C,C3,Fleet tech  ,1,RENT,60000
35000,35000,35000,36,8.81,1109.9,A,A5,Marketing Manager,5,MORTGAGE,280000
12500,12500,12500,36,8.19,392.81,A,A4,Operations Supervisor,6,MORTGAGE,69000
27000,27000,27000,36,7.02,833.93,A,A2,Senior Payroll Manager,1,RENT,144000
25000,25000,25000,60,16.91,620.11,C,C5,Lighting Controls Specialist,7,RENT,77000
1500,1500,1500,36,15.02,52.02,C,C3,Administrative assistant,4,RENT,29000
20000,20000,20000,36,11.31,657.72,B,B3,Office Manager,2,OWN,70000
10500,10500,10500,36,8.19,329.96,A,A4,Producer,1,RENT,104000
2500,2500,2250,36,11.8,82.8,B,B4,,0,OWN,16000
12000,12000,12000,36,16.91,427.3,C,C5,President,6,RENT,100000
11875,11875,11875,60,8.19,241.87,A,A4,Substation Maintainer,10,MORTGAGE,90000
15000,15000,15000,60,11.8,332.16,B,B4,Digital Marketing Manager,1,MORTGAGE,100000
10000,10000,10000,36,8.81,317.12,A,A5,Property manager,5,RENT,60000
40000,40000,40000,60,8.19,814.7,A,A4,Business Unit Finance Manager ,10,MORTGAGE,120000
14000,14000,14000,36,6.46,428.84,A,A1,Fabrication Development Coordinator,2,RENT,60000
6000,6000,6000,36,7.02,185.32,A,A2,Dispatcher ,3,MORTGAGE,105000
1000,1000,1000,36,30.65,42.81,F,F4,Shipping Driver,10,MORTGAGE,75000
15000,15000,15000,36,7.56,467.01,A,A3,,1,MORTGAGE,105000
7000,7000,7000,36,10.33,226.96,B,B1,,0,MORTGAGE,40000
30000,30000,30000,60,10.33,642.3,B,B1,Special Education Teacher,9,OWN,147000
7200,7200,7200,36,15.02,249.67,C,C3,Teacher assistant,10,MORTGAGE,30305
29000,29000,29000,36,7.02,895.71,A,A2,Sr Project Manager,1,RENT,130000
22400,22400,22400,60,11.8,496.02,B,B4,Operations Mgr,10,MORTGAGE,100000
12000,12000,12000,36,7.02,370.64,A,A2,,0,MORTGAGE,90000
10000,10000,10000,60,19.92,264.5,D,D3,Quality Assurance,7,RENT,110800
6000,6000,6000,36,10.72,195.64,B,B2,Investigator 1,1,RENT,30000
30000,30000,30000,60,8.19,611.03,A,A4,Logistics manager,10,MORTGAGE,260000
10000,10000,10000,36,15.02,346.76,C,C3,Operations ,10,RENT,55000
10000,10000,10000,36,7.02,308.87,A,A2,Director of Downtown Development Auth.,3,MORTGAGE,49000
25000,25000,25000,60,10.33,535.25,B,B1,Packaging Lead,5,RENT,75000
8000,8000,8000,36,8.19,251.4,A,A4,Machinist,1,MORTGAGE,45000
20000,20000,20000,60,8.19,407.35,A,A4,Director of Digital Media,4,MORTGAGE,226514
40000,40000,40000,60,11.8,885.75,B,B4,Vice President,8,MORTGAGE,55000
30000,30000,30000,60,13.56,691.23,C,C1,CBTI,10,MORTGAGE,85000
6000,6000,6000,36,8.81,190.27,A,A5,,1,RENT,25000
20000,20000,20000,36,15.02,693.51,C,C3,,1,MORTGAGE,260000
40000,40000,40000,36,8.19,1256.97,A,A4,International Representative,10,MORTGAGE,177000
1000,1000,1000,36,11.31,32.89,B,B3,,0,RENT,16092
4500,4500,4500,36,11.8,149.04,B,B4,Purchasing Manager,10,MORTGAGE,100000
6000,6000,6000,36,6.46,183.79,A,A1,City letter carrier,6,MORTGAGE,98000
6050,6050,6050,36,8.19,190.12,A,A4,dsp,2,RENT,35000
24000,24000,24000,36,7.56,747.22,A,A3,Assurance Senior Manager,8,RENT,155000
15000,15000,15000,36,23.4,583.78,E,E1,Project Manager,10,MORTGAGE,70000
10000,10000,10000,36,11.31,328.86,B,B3,Sr. Customer Care Associate,3,RENT,45000
12000,12000,12000,36,8.81,380.54,A,A5,Conductor,8,MORTGAGE,140000
9600,9600,9600,36,14.47,330.31,C,C2,Facilitator,2,RENT,92100
20000,20000,20000,36,24.37,788.55,E,E2,Executive Director,10,RENT,50000
30000,30000,30000,60,15.02,714.02,C,C3,Rn,10,MORTGAGE,82000
12000,12000,12000,36,12.98,404.22,B,B5,Detective Sgt,10,RENT,140000
9000,9000,9000,36,6.46,275.68,A,A1,Service Sales Rep,10,MORTGAGE,59000
20000,20000,20000,36,6.46,612.62,A,A1,Art Director,2,RENT,107000
20000,20000,20000,36,8.19,628.49,A,A4,Accounting,10,OWN,85000
8500,8500,8500,36,6.46,260.37,A,A1,Mechanic,10,MORTGAGE,130000
10000,10000,10000,36,8.19,314.25,A,A4,Physical Therapist Assistant ,4,RENT,55000
3000,3000,3000,36,18.94,109.88,D,D2,General labor,1,OWN,50000
10000,10000,10000,36,8.19,314.25,A,A4,Registered nurse,4,MORTGAGE,60000
30000,30000,30000,60,11.8,664.31,B,B4,HR and Plant Administrator ,10,MORTGAGE,70000
9600,9600,9600,36,16.14,338.18,C,C4,Administration ,10,MORTGAGE,73000
5000,5000,5000,36,20.89,188.1,D,D4,Loan Officer ,5,MORTGAGE,60000
10000,10000,10000,36,16.14,352.27,C,C4,Production Programmer ,7,MORTGAGE,52000
10000,10000,9750,36,11.31,328.86,B,B3,cook,1,MORTGAGE,55000
8000,8000,8000,36,6.46,245.05,A,A1,Stylist,5,RENT,70000
35000,35000,35000,36,13.56,1188.76,C,C1,Sr.Developer,1,RENT,92000
30375,30375,30375,60,10.72,656.2,B,B2,SR UW,1,MORTGAGE,207000
5000,5000,5000,36,20.89,188.1,D,D4,Foreman,1,OWN,100000
5500,5500,5500,36,7.02,169.88,A,A2,Family Experience Concierge,10,MORTGAGE,29000
30000,30000,30000,36,8.19,942.73,A,A4,Senior Account Manager ,1,MORTGAGE,250000
19200,19200,19200,60,11.8,425.16,B,B4,Manager,10,RENT,93600
40000,40000,40000,36,8.81,1268.46,A,A5,Executive Quality Director,3,RENT,105500
40000,40000,40000,36,6.46,1225.24,A,A1,Portfolio Finance Advisor,10,MORTGAGE,300000
20000,20000,20000,36,10.72,652.13,B,B2,driver,10,MORTGAGE,105000
3600,3600,3600,36,10.72,117.39,B,B2,Fire Fighter,1,RENT,50000
12000,12000,12000,36,8.19,377.09,A,A4,teacher,10,MORTGAGE,84000
24000,24000,24000,36,7.02,741.27,A,A2,Outside Sales Manager,10,MORTGAGE,85000
20000,20000,20000,60,17.97,507.55,D,D1,Machine operator,10,MORTGAGE,55000
25000,25000,25000,36,8.19,785.61,A,A4,Escrow Officer,6,OWN,85000
10000,10000,10000,36,8.81,317.12,A,A5,Supt. Secretary,9,OWN,41000
10000,10000,10000,36,16.14,352.27,C,C4,Registered Nurse,8,MORTGAGE,105000
21000,21000,21000,36,17.97,758.89,D,D1,,1,RENT,150000
